video_id,audio_threshold,visual_threshold,top_percentile,window_lead,window_tail,window_total,true_peaks,duration_secs,ai_windows_after_audio,ai_windows_after_visual,recall_pct,noise_pct,pruned_pct,rand_recall_pct,rand_noise_pct,rand_pruned_pct,uniform_recall_pct,uniform_noise_pct,uniform_pruned_pct,recall_delta_vs_random,recall_delta_vs_uniform
z12bz7adLKI,0.4,350,0.1,20,5,25,8,501,5,3,50.0,66.7,80.8,25.0,66.7,85.0,0.0,100.0,85.0,25.0,50.0
z12bz7adLKI,0.4,350,0.1,15,5,20,8,501,6,4,50.0,75.0,84.0,25.0,75.0,84.0,25.0,75.0,84.0,25.0,25.0
z12bz7adLKI,0.4,350,0.15,45,15,60,13,501,4,2,46.2,50.0,73.4,23.1,50.0,76.0,23.1,50.0,76.0,23.1,23.1
z12bz7adLKI,0.4,350,0.15,30,10,40,13,501,4,2,38.5,50.0,80.3,23.1,50.0,84.0,23.1,50.0,84.0,15.4,15.4
z12bz7adLKI,0.4,350,0.15,20,5,25,13,501,5,3,38.5,33.3,80.8,23.1,66.7,85.0,0.0,100.0,85.0,15.4,38.5
z12bz7adLKI,0.4,350,0.15,15,5,20,13,501,6,4,38.5,50.0,84.0,15.4,75.0,84.0,23.1,75.0,84.0,23.1,15.4
z12bz7adLKI,0.5,150,0.05,45,15,60,4,501,4,2,75.0,50.0,73.4,0.0,100.0,76.0,0.0,100.0,76.0,75.0,75.0
z12bz7adLKI,0.5,150,0.05,30,10,40,4,501,4,2,75.0,50.0,80.3,0.0,100.0,84.0,0.0,100.0,84.0,75.0,75.0
z12bz7adLKI,0.5,150,0.05,20,5,25,4,501,5,3,75.0,66.7,80.8,0.0,100.0,85.0,0.0,100.0,85.0,75.0,75.0
z12bz7adLKI,0.5,150,0.05,15,5,20,4,501,6,4,75.0,75.0,84.0,0.0,100.0,84.0,25.0,75.0,84.0,75.0,50.0
z12bz7adLKI,0.5,150,0.1,45,15,60,8,501,4,2,50.0,50.0,73.4,25.0,50.0,76.0,25.0,50.0,76.0,25.0,25.0
z12bz7adLKI,0.5,150,0.1,30,10,40,8,501,4,2,50.0,50.0,80.3,25.0,50.0,84.0,25.0,50.0,84.0,25.0,25.0
z12bz7adLKI,0.5,150,0.1,20,5,25,8,501,5,3,50.0,66.7,80.8,25.0,66.7,85.0,0.0,100.0,85.0,25.0,50.0
z12bz7adLKI,0.5,150,0.1,15,5,20,8,501,6,4,50.0,75.0,84.0,25.0,75.0,84.0,25.0,75.0,84.0,25.0,25.0
z12bz7adLKI,0.5,150,0.15,45,15,60,13,501,4,2,46.2,50.0,73.4,23.1,50.0,76.0,23.1,50.0,76.0,23.1,23.1
z12bz7adLKI,0.5,150,0.15,30,10,40,13,501,4,2,38.5,50.0,80.3,23.1,50.0,84.0,23.1,50.0,84.0,15.4,15.4
z12bz7adLKI,0.5,150,0.15,20,5,25,13,501,5,3,38.5,33.3,80.8,23.1,66.7,85.0,0.0,100.0,85.0,15.4,38.5
z12bz7adLKI,0.5,150,0.15,15,5,20,13,501,6,4,38.5,50.0,84.0,15.4,75.0,84.0,23.1,75.0,84.0,23.1,15.4
z12bz7adLKI,0.5,200,0.05,45,15,60,4,501,4,2,75.0,50.0,73.4,0.0,100.0,76.0,0.0,100.0,76.0,75.0,75.0
z12bz7adLKI,0.5,200,0.05,30,10,40,4,501,4,2,75.0,50.0,80.3,0.0,100.0,84.0,0.0,100.0,84.0,75.0,75.0
z12bz7adLKI,0.5,200,0.05,20,5,25,4,501,5,3,75.0,66.7,80.8,0.0,100.0,85.0,0.0,100.0,85.0,75.0,75.0
z12bz7adLKI,0.5,200,0.05,15,5,20,4,501,6,4,75.0,75.0,84.0,0.0,100.0,84.0,25.0,75.0,84.0,75.0,50.0
z12bz7adLKI,0.5,200,0.1,45,15,60,8,501,4,2,50.0,50.0,73.4,25.0,50.0,76.0,25.0,50.0,76.0,25.0,25.0
z12bz7adLKI,0.5,200,0.1,30,10,40,8,501,4,2,50.0,50.0,80.3,25.0,50.0,84.0,25.0,50.0,84.0,25.0,25.0
z12bz7adLKI,0.5,200,0.1,20,5,25,8,501,5,3,50.0,66.7,80.8,25.0,66.7,85.0,0.0,100.0,85.0,25.0,50.0
z12bz7adLKI,0.5,200,0.1,15,5,20,8,501,6,4,50.0,75.0,84.0,25.0,75.0,84.0,25.0,75.0,84.0,25.0,25.0
z12bz7adLKI,0.5,200,0.15,45,15,60,13,501,4,2,46.2,50.0,73.4,23.1,50.0,76.0,23.1,50.0,76.0,23.1,23.1
z12bz7adLKI,0.5,200,0.15,30,10,40,13,501,4,2,38.5,50.0,80.3,23.1,50.0,84.0,23.1,50.0,84.0,15.4,15.4
z12bz7adLKI,0.5,200,0.15,20,5,25,13,501,5,3,38.5,33.3,80.8,23.1,66.7,85.0,0.0,100.0,85.0,15.4,38.5
z12bz7adLKI,0.5,200,0.15,15,5,20,13,501,6,4,38.5,50.0,84.0,15.4,75.0,84.0,23.1,75.0,84.0,23.1,15.4
z12bz7adLKI,0.5,250,0.05,45,15,60,4,501,4,2,75.0,50.0,73.4,0.0,100.0,76.0,0.0,100.0,76.0,75.0,75.0
z12bz7adLKI,0.5,250,0.05,30,10,40,4,501,4,2,75.0,50.0,80.3,0.0,100.0,84.0,0.0,100.0,84.0,75.0,75.0
z12bz7adLKI,0.5,250,0.05,20,5,25,4,501,5,3,75.0,66.7,80.8,0.0,100.0,85.0,0.0,100.0,85.0,75.0,75.0
z12bz7adLKI,0.5,250,0.05,15,5,20,4,501,6,4,75.0,75.0,84.0,0.0,100.0,84.0,25.0,75.0,84.0,75.0,50.0
z12bz7adLKI,0.5,250,0.1,45,15,60,8,501,4,2,50.0,50.0,73.4,25.0,50.0,76.0,25.0,50.0,76.0,25.0,25.0
z12bz7adLKI,0.5,250,0.1,30,10,40,8,501,4,2,50.0,50.0,80.3,25.0,50.0,84.0,25.0,50.0,84.0,25.0,25.0
z12bz7adLKI,0.5,250,0.1,20,5,25,8,501,5,3,50.0,66.7,80.8,25.0,66.7,85.0,0.0,100.0,85.0,25.0,50.0
z12bz7adLKI,0.5,250,0.1,15,5,20,8,501,6,4,50.0,75.0,84.0,25.0,75.0,84.0,25.0,75.0,84.0,25.0,25.0
z12bz7adLKI,0.5,250,0.15,45,15,60,13,501,4,2,46.2,50.0,73.4,23.1,50.0,76.0,23.1,50.0,76.0,23.1,23.1
z12bz7adLKI,0.5,250,0.15,30,10,40,13,501,4,2,38.5,50.0,80.3,23.1,50.0,84.0,23.1,50.0,84.0,15.4,15.4
z12bz7adLKI,0.5,250,0.15,20,5,25,13,501,5,3,38.5,33.3,80.8,23.1,66.7,85.0,0.0,100.0,85.0,15.4,38.5
z12bz7adLKI,0.5,250,0.15,15,5,20,13,501,6,4,38.5,50.0,84.0,15.4,75.0,84.0,23.1,75.0,84.0,23.1,15.4
z12bz7adLKI,0.5,300,0.05,45,15,60,4,501,4,2,75.0,50.0,73.4,0.0,100.0,76.0,0.0,100.0,76.0,75.0,75.0
z12bz7adLKI,0.5,300,0.05,30,10,40,4,501,4,2,75.0,50.0,80.3,0.0,100.0,84.0,0.0,100.0,84.0,75.0,75.0
z12bz7adLKI,0.5,300,0.05,20,5,25,4,501,5,3,75.0,66.7,80.8,0.0,100.0,85.0,0.0,100.0,85.0,75.0,75.0
z12bz7adLKI,0.5,300,0.05,15,5,20,4,501,6,4,75.0,75.0,84.0,0.0,100.0,84.0,25.0,75.0,84.0,75.0,50.0
z12bz7adLKI,0.5,300,0.1,45,15,60,8,501,4,2,50.0,50.0,73.4,25.0,50.0,76.0,25.0,50.0,76.0,25.0,25.0
z12bz7adLKI,0.5,300,0.1,30,10,40,8,501,4,2,50.0,50.0,80.3,25.0,50.0,84.0,25.0,50.0,84.0,25.0,25.0
z12bz7adLKI,0.5,300,0.1,20,5,25,8,501,5,3,50.0,66.7,80.8,25.0,66.7,85.0,0.0,100.0,85.0,25.0,50.0
z12bz7adLKI,0.5,300,0.1,15,5,20,8,501,6,4,50.0,75.0,84.0,25.0,75.0,84.0,25.0,75.0,84.0,25.0,25.0
z12bz7adLKI,0.5,300,0.15,45,15,60,13,501,4,2,46.2,50.0,73.4,23.1,50.0,76.0,23.1,50.0,76.0,23.1,23.1
z12bz7adLKI,0.5,300,0.15,30,10,40,13,501,4,2,38.5,50.0,80.3,23.1,50.0,84.0,23.1,50.0,84.0,15.4,15.4
z12bz7adLKI,0.5,300,0.15,20,5,25,13,501,5,3,38.5,33.3,80.8,23.1,66.7,85.0,0.0,100.0,85.0,15.4,38.5
z12bz7adLKI,0.5,300,0.15,15,5,20,13,501,6,4,38.5,50.0,84.0,15.4,75.0,84.0,23.1,75.0,84.0,23.1,15.4
z12bz7adLKI,0.5,350,0.05,45,15,60,4,501,4,2,75.0,50.0,73.4,0.0,100.0,76.0,0.0,100.0,76.0,75.0,75.0
z12bz7adLKI,0.5,350,0.05,30,10,40,4,501,4,2,75.0,50.0,80.3,0.0,100.0,84.0,0.0,100.0,84.0,75.0,75.0
z12bz7adLKI,0.5,350,0.05,20,5,25,4,501,5,3,75.0,66.7,80.8,0.0,100.0,85.0,0.0,100.0,85.0,75.0,75.0
z12bz7adLKI,0.5,350,0.05,15,5,20,4,501,6,4,75.0,75.0,84.0,0.0,100.0,84.0,25.0,75.0,84.0,75.0,50.0
z12bz7adLKI,0.5,350,0.1,45,15,60,8,501,4,2,50.0,50.0,73.4,25.0,50.0,76.0,25.0,50.0,76.0,25.0,25.0
z12bz7adLKI,0.5,350,0.1,30,10,40,8,501,4,2,50.0,50.0,80.3,25.0,50.0,84.0,25.0,50.0,84.0,25.0,25.0
z12bz7adLKI,0.5,350,0.1,20,5,25,8,501,5,3,50.0,66.7,80.8,25.0,66.7,85.0,0.0,100.0,85.0,25.0,50.0
z12bz7adLKI,0.5,350,0.1,15,5,20,8,501,6,4,50.0,75.0,84.0,25.0,75.0,84.0,25.0,75.0,84.0,25.0,25.0
z12bz7adLKI,0.5,350,0.15,45,15,60,13,501,4,2,46.2,50.0,73.4,23.1,50.0,76.0,23.1,50.0,76.0,23.1,23.1
z12bz7adLKI,0.5,350,0.15,30,10,40,13,501,4,2,38.5,50.0,80.3,23.1,50.0,84.0,23.1,50.0,84.0,15.4,15.4
z12bz7adLKI,0.5,350,0.15,20,5,25,13,501,5,3,38.5,33.3,80.8,23.1,66.7,85.0,0.0,100.0,85.0,15.4,38.5
z12bz7adLKI,0.5,350,0.15,15,5,20,13,501,6,4,38.5,50.0,84.0,15.4,75.0,84.0,23.1,75.0,84.0,23.1,15.4
z12bz7adLKI,0.6,150,0.05,45,15,60,4,501,3,1,0.0,100.0,88.0,0.0,100.0,88.0,0.0,100.0,88.0,0.0,0.0
z12bz7adLKI,0.6,150,0.05,30,10,40,4,501,3,1,0.0,100.0,92.0,0.0,100.0,92.0,0.0,100.0,92.0,0.0,0.0
z12bz7adLKI,0.6,150,0.05,20,5,25,4,501,4,2,0.0,100.0,90.0,0.0,100.0,90.0,0.0,100.0,90.0,0.0,0.0
z12bz7adLKI,0.6,150,0.05,15,5,20,4,501,4,2,0.0,100.0,92.0,0.0,100.0,92.0,0.0,100.0,92.0,0.0,0.0
z12bz7adLKI,0.6,150,0.1,45,15,60,8,501,3,1,0.0,100.0,88.0,25.0,0.0,88.0,0.0,100.0,88.0,-25.0,0.0
z12bz7adLKI,0.6,150,0.1,30,10,40,8,501,3,1,0.0,100.0,92.0,25.0,0.0,92.0,0.0,100.0,92.0,-25.0,0.0
z12bz7adLKI,0.6,150,0.1,20,5,25,8,501,4,2,0.0,100.0,90.0,25.0,50.0,90.0,25.0,50.0,90.0,-25.0,-25.0
z12bz7adLKI,0.6,150,0.1,15,5,20,8,501,4,2,0.0,100.0,92.0,25.0,50.0,92.0,25.0,50.0,92.0,-25.0,-25.0
z12bz7adLKI,0.6,150,0.15,45,15,60,13,501,3,1,0.0,100.0,88.0,23.1,0.0,88.0,0.0,100.0,88.0,-23.1,0.0
z12bz7adLKI,0.6,150,0.15,30,10,40,13,501,3,1,0.0,100.0,92.0,23.1,0.0,92.0,0.0,100.0,92.0,-23.1,0.0
z12bz7adLKI,0.6,150,0.15,20,5,25,13,501,4,2,7.7,50.0,90.0,23.1,50.0,90.0,23.1,50.0,90.0,-15.4,-15.4
z12bz7adLKI,0.6,150,0.15,15,5,20,13,501,4,2,7.7,50.0,92.0,15.4,50.0,92.0,23.1,50.0,92.0,-7.7,-15.4
z12bz7adLKI,0.6,200,0.05,45,15,60,4,501,3,1,0.0,100.0,88.0,0.0,100.0,88.0,0.0,100.0,88.0,0.0,0.0
z12bz7adLKI,0.6,200,0.05,30,10,40,4,501,3,1,0.0,100.0,92.0,0.0,100.0,92.0,0.0,100.0,92.0,0.0,0.0
z12bz7adLKI,0.6,200,0.05,20,5,25,4,501,4,2,0.0,100.0,90.0,0.0,100.0,90.0,0.0,100.0,90.0,0.0,0.0
z12bz7adLKI,0.6,200,0.05,15,5,20,4,501,4,2,0.0,100.0,92.0,0.0,100.0,92.0,0.0,100.0,92.0,0.0,0.0
z12bz7adLKI,0.6,200,0.1,45,15,60,8,501,3,1,0.0,100.0,88.0,25.0,0.0,88.0,0.0,100.0,88.0,-25.0,0.0
z12bz7adLKI,0.6,200,0.1,30,10,40,8,501,3,1,0.0,100.0,92.0,25.0,0.0,92.0,0.0,100.0,92.0,-25.0,0.0
z12bz7adLKI,0.6,200,0.1,20,5,25,8,501,4,2,0.0,100.0,90.0,25.0,50.0,90.0,25.0,50.0,90.0,-25.0,-25.0
z12bz7adLKI,0.6,200,0.1,15,5,20,8,501,4,2,0.0,100.0,92.0,25.0,50.0,92.0,25.0,50.0,92.0,-25.0,-25.0
z12bz7adLKI,0.6,200,0.15,45,15,60,13,501,3,1,0.0,100.0,88.0,23.1,0.0,88.0,0.0,100.0,88.0,-23.1,0.0
z12bz7adLKI,0.6,200,0.15,30,10,40,13,501,3,1,0.0,100.0,92.0,23.1,0.0,92.0,0.0,100.0,92.0,-23.1,0.0
z12bz7adLKI,0.6,200,0.15,20,5,25,13,501,4,2,7.7,50.0,90.0,23.1,50.0,90.0,23.1,50.0,90.0,-15.4,-15.4
z12bz7adLKI,0.6,200,0.15,15,5,20,13,501,4,2,7.7,50.0,92.0,15.4,50.0,92.0,23.1,50.0,92.0,-7.7,-15.4
z12bz7adLKI,0.6,250,0.05,45,15,60,4,501,3,1,0.0,100.0,88.0,0.0,100.0,88.0,0.0,100.0,88.0,0.0,0.0
z12bz7adLKI,0.6,250,0.05,30,10,40,4,501,3,1,0.0,100.0,92.0,0.0,100.0,92.0,0.0,100.0,92.0,0.0,0.0
z12bz7adLKI,0.6,250,0.05,20,5,25,4,501,4,2,0.0,100.0,90.0,0.0,100.0,90.0,0.0,100.0,90.0,0.0,0.0
z12bz7adLKI,0.6,250,0.05,15,5,20,4,501,4,2,0.0,100.0,92.0,0.0,100.0,92.0,0.0,100.0,92.0,0.0,0.0
z12bz7adLKI,0.6,250,0.1,45,15,60,8,501,3,1,0.0,100.0,88.0,25.0,0.0,88.0,0.0,100.0,88.0,-25.0,0.0
z12bz7adLKI,0.6,250,0.1,30,10,40,8,501,3,1,0.0,100.0,92.0,25.0,0.0,92.0,0.0,100.0,92.0,-25.0,0.0
z12bz7adLKI,0.6,250,0.1,20,5,25,8,501,4,2,0.0,100.0,90.0,25.0,50.0,90.0,25.0,50.0,90.0,-25.0,-25.0
z12bz7adLKI,0.6,250,0.1,15,5,20,8,501,4,2,0.0,100.0,92.0,25.0,50.0,92.0,25.0,50.0,92.0,-25.0,-25.0
z12bz7adLKI,0.6,250,0.15,45,15,60,13,501,3,1,0.0,100.0,88.0,23.1,0.0,88.0,0.0,100.0,88.0,-23.1,0.0
z12bz7adLKI,0.6,250,0.15,30,10,40,13,501,3,1,0.0,100.0,92.0,23.1,0.0,92.0,0.0,100.0,92.0,-23.1,0.0
z12bz7adLKI,0.6,250,0.15,20,5,25,13,501,4,2,7.7,50.0,90.0,23.1,50.0,90.0,23.1,50.0,90.0,-15.4,-15.4
z12bz7adLKI,0.6,250,0.15,15,5,20,13,501,4,2,7.7,50.0,92.0,15.4,50.0,92.0,23.1,50.0,92.0,-7.7,-15.4
z12bz7adLKI,0.6,300,0.05,45,15,60,4,501,3,1,0.0,100.0,88.0,0.0,100.0,88.0,0.0,100.0,88.0,0.0,0.0
z12bz7adLKI,0.6,300,0.05,30,10,40,4,501,3,1,0.0,100.0,92.0,0.0,100.0,92.0,0.0,100.0,92.0,0.0,0.0
z12bz7adLKI,0.6,300,0.05,20,5,25,4,501,4,2,0.0,100.0,90.0,0.0,100.0,90.0,0.0,100.0,90.0,0.0,0.0
z12bz7adLKI,0.6,300,0.05,15,5,20,4,501,4,2,0.0,100.0,92.0,0.0,100.0,92.0,0.0,100.0,92.0,0.0,0.0
z12bz7adLKI,0.6,300,0.1,45,15,60,8,501,3,1,0.0,100.0,88.0,25.0,0.0,88.0,0.0,100.0,88.0,-25.0,0.0
z12bz7adLKI,0.6,300,0.1,30,10,40,8,501,3,1,0.0,100.0,92.0,25.0,0.0,92.0,0.0,100.0,92.0,-25.0,0.0
z12bz7adLKI,0.6,300,0.1,20,5,25,8,501,4,2,0.0,100.0,90.0,25.0,50.0,90.0,25.0,50.0,90.0,-25.0,-25.0
z12bz7adLKI,0.6,300,0.1,15,5,20,8,501,4,2,0.0,100.0,92.0,25.0,50.0,92.0,25.0,50.0,92.0,-25.0,-25.0
z12bz7adLKI,0.6,300,0.15,45,15,60,13,501,3,1,0.0,100.0,88.0,23.1,0.0,88.0,0.0,100.0,88.0,-23.1,0.0
z12bz7adLKI,0.6,300,0.15,30,10,40,13,501,3,1,0.0,100.0,92.0,23.1,0.0,92.0,0.0,100.0,92.0,-23.1,0.0
z12bz7adLKI,0.6,300,0.15,20,5,25,13,501,4,2,7.7,50.0,90.0,23.1,50.0,90.0,23.1,50.0,90.0,-15.4,-15.4
z12bz7adLKI,0.6,300,0.15,15,5,20,13,501,4,2,7.7,50.0,92.0,15.4,50.0,92.0,23.1,50.0,92.0,-7.7,-15.4
z12bz7adLKI,0.6,350,0.05,45,15,60,4,501,3,1,0.0,100.0,88.0,0.0,100.0,88.0,0.0,100.0,88.0,0.0,0.0
z12bz7adLKI,0.6,350,0.05,30,10,40,4,501,3,1,0.0,100.0,92.0,0.0,100.0,92.0,0.0,100.0,92.0,0.0,0.0
z12bz7adLKI,0.6,350,0.05,20,5,25,4,501,4,2,0.0,100.0,90.0,0.0,100.0,90.0,0.0,100.0,90.0,0.0,0.0
z12bz7adLKI,0.6,350,0.05,15,5,20,4,501,4,2,0.0,100.0,92.0,0.0,100.0,92.0,0.0,100.0,92.0,0.0,0.0
z12bz7adLKI,0.6,350,0.1,45,15,60,8,501,3,1,0.0,100.0,88.0,25.0,0.0,88.0,0.0,100.0,88.0,-25.0,0.0
z12bz7adLKI,0.6,350,0.1,30,10,40,8,501,3,1,0.0,100.0,92.0,25.0,0.0,92.0,0.0,100.0,92.0,-25.0,0.0
z12bz7adLKI,0.6,350,0.1,20,5,25,8,501,4,2,0.0,100.0,90.0,25.0,50.0,90.0,25.0,50.0,90.0,-25.0,-25.0
z12bz7adLKI,0.6,350,0.1,15,5,20,8,501,4,2,0.0,100.0,92.0,25.0,50.0,92.0,25.0,50.0,92.0,-25.0,-25.0
z12bz7adLKI,0.6,350,0.15,45,15,60,13,501,3,1,0.0,100.0,88.0,23.1,0.0,88.0,0.0,100.0,88.0,-23.1,0.0
z12bz7adLKI,0.6,350,0.15,30,10,40,13,501,3,1,0.0,100.0,92.0,23.1,0.0,92.0,0.0,100.0,92.0,-23.1,0.0
z12bz7adLKI,0.6,350,0.15,20,5,25,13,501,4,2,7.7,50.0,90.0,23.1,50.0,90.0,23.1,50.0,90.0,-15.4,-15.4
z12bz7adLKI,0.6,350,0.15,15,5,20,13,501,4,2,7.7,50.0,92.0,15.4,50.0,92.0,23.1,50.0,92.0,-7.7,-15.4
z12bz7adLKI,0.7,150,0.05,45,15,60,4,501,2,1,0.0,100.0,88.0,0.0,100.0,88.0,0.0,100.0,88.0,0.0,0.0
z12bz7adLKI,0.7,150,0.05,30,10,40,4,501,2,1,0.0,100.0,92.0,0.0,100.0,92.0,0.0,100.0,92.0,0.0,0.0
z12bz7adLKI,0.7,150,0.05,20,5,25,4,501,2,1,0.0,100.0,95.0,0.0,100.0,95.0,0.0,100.0,95.0,0.0,0.0
z12bz7adLKI,0.7,150,0.05,15,5,20,4,501,2,1,0.0,100.0,96.0,0.0,100.0,96.0,0.0,100.0,96.0,0.0,0.0
z12bz7adLKI,0.7,150,0.1,45,15,60,8,501,2,1,0.0,100.0,88.0,25.0,0.0,88.0,0.0,100.0,88.0,-25.0,0.0
z12bz7adLKI,0.7,150,0.1,30,10,40,8,501,2,1,0.0,100.0,92.0,25.0,0.0,92.0,0.0,100.0,92.0,-25.0,0.0
z12bz7adLKI,0.7,150,0.1,20,5,25,8,501,2,1,0.0,100.0,95.0,25.0,0.0,95.0,0.0,100.0,95.0,-25.0,0.0
z12bz7adLKI,0.7,150,0.1,15,5,20,8,501,2,1,0.0,100.0,96.0,25.0,0.0,96.0,0.0,100.0,96.0,-25.0,0.0
z12bz7adLKI,0.7,150,0.15,45,15,60,13,501,2,1,0.0,100.0,88.0,23.1,0.0,88.0,0.0,100.0,88.0,-23.1,0.0
z12bz7adLKI,0.7,150,0.15,30,10,40,13,501,2,1,0.0,100.0,92.0,23.1,0.0,92.0,0.0,100.0,92.0,-23.1,0.0
z12bz7adLKI,0.7,150,0.15,20,5,25,13,501,2,1,0.0,100.0,95.0,23.1,0.0,95.0,0.0,100.0,95.0,-23.1,0.0
z12bz7adLKI,0.7,150,0.15,15,5,20,13,501,2,1,0.0,100.0,96.0,15.4,0.0,96.0,0.0,100.0,96.0,-15.4,0.0
z12bz7adLKI,0.7,200,0.05,45,15,60,4,501,2,1,0.0,100.0,88.0,0.0,100.0,88.0,0.0,100.0,88.0,0.0,0.0
z12bz7adLKI,0.7,200,0.05,30,10,40,4,501,2,1,0.0,100.0,92.0,0.0,100.0,92.0,0.0,100.0,92.0,0.0,0.0
z12bz7adLKI,0.7,200,0.05,20,5,25,4,501,2,1,0.0,100.0,95.0,0.0,100.0,95.0,0.0,100.0,95.0,0.0,0.0
z12bz7adLKI,0.7,200,0.05,15,5,20,4,501,2,1,0.0,100.0,96.0,0.0,100.0,96.0,0.0,100.0,96.0,0.0,0.0
z12bz7adLKI,0.7,200,0.1,45,15,60,8,501,2,1,0.0,100.0,88.0,25.0,0.0,88.0,0.0,100.0,88.0,-25.0,0.0
z12bz7adLKI,0.7,200,0.1,30,10,40,8,501,2,1,0.0,100.0,92.0,25.0,0.0,92.0,0.0,100.0,92.0,-25.0,0.0
z12bz7adLKI,0.7,200,0.1,20,5,25,8,501,2,1,0.0,100.0,95.0,25.0,0.0,95.0,0.0,100.0,95.0,-25.0,0.0
z12bz7adLKI,0.7,200,0.1,15,5,20,8,501,2,1,0.0,100.0,96.0,25.0,0.0,96.0,0.0,100.0,96.0,-25.0,0.0
z12bz7adLKI,0.7,200,0.15,45,15,60,13,501,2,1,0.0,100.0,88.0,23.1,0.0,88.0,0.0,100.0,88.0,-23.1,0.0
z12bz7adLKI,0.7,200,0.15,30,10,40,13,501,2,1,0.0,100.0,92.0,23.1,0.0,92.0,0.0,100.0,92.0,-23.1,0.0
z12bz7adLKI,0.7,200,0.15,20,5,25,13,501,2,1,0.0,100.0,95.0,23.1,0.0,95.0,0.0,100.0,95.0,-23.1,0.0
z12bz7adLKI,0.7,200,0.15,15,5,20,13,501,2,1,0.0,100.0,96.0,15.4,0.0,96.0,0.0,100.0,96.0,-15.4,0.0
z12bz7adLKI,0.7,250,0.05,45,15,60,4,501,2,1,0.0,100.0,88.0,0.0,100.0,88.0,0.0,100.0,88.0,0.0,0.0
z12bz7adLKI,0.7,250,0.05,30,10,40,4,501,2,1,0.0,100.0,92.0,0.0,100.0,92.0,0.0,100.0,92.0,0.0,0.0
z12bz7adLKI,0.7,250,0.05,20,5,25,4,501,2,1,0.0,100.0,95.0,0.0,100.0,95.0,0.0,100.0,95.0,0.0,0.0
z12bz7adLKI,0.7,250,0.05,15,5,20,4,501,2,1,0.0,100.0,96.0,0.0,100.0,96.0,0.0,100.0,96.0,0.0,0.0
z12bz7adLKI,0.7,250,0.1,45,15,60,8,501,2,1,0.0,100.0,88.0,25.0,0.0,88.0,0.0,100.0,88.0,-25.0,0.0
z12bz7adLKI,0.7,250,0.1,30,10,40,8,501,2,1,0.0,100.0,92.0,25.0,0.0,92.0,0.0,100.0,92.0,-25.0,0.0
z12bz7adLKI,0.7,250,0.1,20,5,25,8,501,2,1,0.0,100.0,95.0,25.0,0.0,95.0,0.0,100.0,95.0,-25.0,0.0
z12bz7adLKI,0.7,250,0.1,15,5,20,8,501,2,1,0.0,100.0,96.0,25.0,0.0,96.0,0.0,100.0,96.0,-25.0,0.0
z12bz7adLKI,0.7,250,0.15,45,15,60,13,501,2,1,0.0,100.0,88.0,23.1,0.0,88.0,0.0,100.0,88.0,-23.1,0.0
z12bz7adLKI,0.7,250,0.15,30,10,40,13,501,2,1,0.0,100.0,92.0,23.1,0.0,92.0,0.0,100.0,92.0,-23.1,0.0
z12bz7adLKI,0.7,250,0.15,20,5,25,13,501,2,1,0.0,100.0,95.0,23.1,0.0,95.0,0.0,100.0,95.0,-23.1,0.0
z12bz7adLKI,0.7,250,0.15,15,5,20,13,501,2,1,0.0,100.0,96.0,15.4,0.0,96.0,0.0,100.0,96.0,-15.4,0.0
z12bz7adLKI,0.7,300,0.05,45,15,60,4,501,2,1,0.0,100.0,88.0,0.0,100.0,88.0,0.0,100.0,88.0,0.0,0.0
z12bz7adLKI,0.7,300,0.05,30,10,40,4,501,2,1,0.0,100.0,92.0,0.0,100.0,92.0,0.0,100.0,92.0,0.0,0.0
z12bz7adLKI,0.7,300,0.05,20,5,25,4,501,2,1,0.0,100.0,95.0,0.0,100.0,95.0,0.0,100.0,95.0,0.0,0.0
z12bz7adLKI,0.7,300,0.05,15,5,20,4,501,2,1,0.0,100.0,96.0,0.0,100.0,96.0,0.0,100.0,96.0,0.0,0.0
z12bz7adLKI,0.7,300,0.1,45,15,60,8,501,2,1,0.0,100.0,88.0,25.0,0.0,88.0,0.0,100.0,88.0,-25.0,0.0
z12bz7adLKI,0.7,300,0.1,30,10,40,8,501,2,1,0.0,100.0,92.0,25.0,0.0,92.0,0.0,100.0,92.0,-25.0,0.0
z12bz7adLKI,0.7,300,0.1,20,5,25,8,501,2,1,0.0,100.0,95.0,25.0,0.0,95.0,0.0,100.0,95.0,-25.0,0.0
z12bz7adLKI,0.7,300,0.1,15,5,20,8,501,2,1,0.0,100.0,96.0,25.0,0.0,96.0,0.0,100.0,96.0,-25.0,0.0
z12bz7adLKI,0.7,300,0.15,45,15,60,13,501,2,1,0.0,100.0,88.0,23.1,0.0,88.0,0.0,100.0,88.0,-23.1,0.0
z12bz7adLKI,0.7,300,0.15,30,10,40,13,501,2,1,0.0,100.0,92.0,23.1,0.0,92.0,0.0,100.0,92.0,-23.1,0.0
z12bz7adLKI,0.7,300,0.15,20,5,25,13,501,2,1,0.0,100.0,95.0,23.1,0.0,95.0,0.0,100.0,95.0,-23.1,0.0
z12bz7adLKI,0.7,300,0.15,15,5,20,13,501,2,1,0.0,100.0,96.0,15.4,0.0,96.0,0.0,100.0,96.0,-15.4,0.0
z12bz7adLKI,0.7,350,0.05,45,15,60,4,501,2,1,0.0,100.0,88.0,0.0,100.0,88.0,0.0,100.0,88.0,0.0,0.0
z12bz7adLKI,0.7,350,0.05,30,10,40,4,501,2,1,0.0,100.0,92.0,0.0,100.0,92.0,0.0,100.0,92.0,0.0,0.0
